placeDcid,placeName,Date:Mean_Rainfall,Value:Mean_Rainfall,Source:Mean_Rainfall
country/ESP,Spain,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ESP,Spain,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-13,0.305723,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-14,0.663292,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-15,0.203919,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-16,0.621676,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-17,0.483929,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-18,0.045,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-19,0.91369,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-20,1.32353,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-21,0.415865,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-22,0.5,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-23,1.21591,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-24,0.194444,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-25,0.428571,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-26,0.8625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-27,0.0208333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/EST,Estonia,2024-06-28,0.625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-13,0.53125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-14,0.284771,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-15,0.45286,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-16,0.124335,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-17,0.28125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-18,0.35875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-19,0.122024,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-20,1.74816,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-21,1.04087,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-22,0.25,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-23,0.164773,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-24,0.465278,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-25,0.330357,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-26,1.7625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FIN,Finland,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-13,0.0218373,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-14,1.14393,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-15,1.16525,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-16,0.129654,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-17,0.505357,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-18,1.89,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-19,2.28125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-20,3.65993,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-21,0.862981,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-22,1.38194,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-23,1.33523,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-24,0.0833333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-25,0.0446429,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-26,0.2875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-27,0.0208333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRA,France,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-13,0.0843373,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-14,0.236356,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-15,0.365996,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-16,0.0871011,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-17,0.0892857,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-18,0.11,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-19,0.0535714,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-20,0.0477941,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-21,0.34375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-22,0.381944,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-23,0.619318,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-24,0.458333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-25,0.473214,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-26,0.8375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-27,0.375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/FRO,Faroe Islands,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-13,0.609187,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-14,1.05898,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-15,0.716102,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-16,0.978059,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-17,0.920536,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-18,0.81,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-19,0.745536,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-20,0.310662,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-21,0.641827,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-22,0.729167,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-23,0.767045,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-24,1.27083,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-25,1.59821,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-26,0.9,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-27,0.125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GBR,United Kingdom,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-13,0.197666,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-14,0.0911092,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-15,0.173729,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-16,0.602394,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-17,0.459821,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-18,1.4725,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-19,0.339286,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-20,1.0864,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-21,1.01202,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-22,1.88542,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-23,1.24432,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-24,0.506944,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-25,3.1875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-26,0.525,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-27,0.791667,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GEO,Georgia,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-13,0.362199,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-14,0.514085,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-15,0.381356,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-16,0.601064,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-17,0.275,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-18,0.1725,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-19,0.119048,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-20,0.159926,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-21,0.0432692,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-22,0.0381944,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-23,0.517045,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-24,0.173611,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-25,0.267857,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-26,0.1375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-27,1.47917,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GGY,Guernsey,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-13,0.00451807,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-14,0.0730634,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-15,0.0884534,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-16,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-17,0.00178571,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-18,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-19,0.0297619,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-20,0.00735294,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-21,0.00240385,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-22,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-23,0.0113636,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-24,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-25,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-26,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GIB,Gibraltar,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-13,0.288027,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-14,0.289613,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-15,0.158369,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-16,0.271941,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-17,0.441964,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-18,0.97375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-19,1.06696,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-20,0.880515,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-21,0.396635,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-22,0.642361,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-23,0.772727,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-24,0.694444,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-25,0.955357,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-26,0.25,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-27,0.645833,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GLP,Guadeloupe,2024-06-28,1.125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-13,0.184488,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-14,0.0651408,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-15,0.0598517,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-16,0.0199468,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-17,0.0732143,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-18,0.1425,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-19,0.0491071,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-20,0.384191,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-21,0.00961538,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-22,1.51042,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-23,0.477273,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-24,0.715278,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-25,0.151786,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-26,0.1125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GRC,Greece,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-13,1.11672,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-14,0.816461,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-15,0.677436,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-16,0.81117,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-17,0.483929,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-18,0.81125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-19,1.04167,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-20,1.41544,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-21,1.44231,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-22,0.736111,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-23,1.17614,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-24,0.527778,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-25,1.50893,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-26,0.8,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-27,0.0833333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/GUF,French Guiana,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-13,1.00678,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-14,0.213028,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-15,0.0873941,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-16,0.136968,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-17,0.0375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-18,0.0975,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-19,0.014881,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-20,0.180147,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-21,0.0841346,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-22,0.628472,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-23,0.0284091,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-24,0.0833333,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-25,0.982143,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-26,0.4375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-27,0.4375,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HRV,Croatia,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-13,0.990211,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-14,0.087588,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-15,0.00529661,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-16,0.0139628,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-17,0.0401786,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-18,0.01,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-19,0.0238095,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-20,0.154412,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-21,0.100962,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-22,0.319444,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-23,0.431818,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-24,0.0486111,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-25,0.0178571,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-26,0.225,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-27,0.645833,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/HUN,Hungary,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-13,1.26431,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-14,0.676937,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-15,0.509004,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-16,0.265957,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-17,0.4125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-18,0.37875,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-19,0.877976,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-20,0.106618,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-21,0.269231,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-22,0.138889,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-23,0.448864,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-24,0.840278,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-25,1.15179,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-26,0.4625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-27,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IMN,Isle of Man,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-13,1.19578,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-14,0.681338,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-15,0.728284,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-16,0.570479,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-17,0.833929,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-18,0.5425,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-19,0.129464,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-20,0.612132,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-21,0.524038,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-22,0.760417,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-23,0.659091,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-24,4.30556,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-25,0.205357,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-26,0.5,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-27,0.0416667,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/IRL,Ireland,2024-06-28,0,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-13,0.264684,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-14,0.135563,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-15,0.102225,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-16,0.0864362,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-17,0.0767857,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-18,0.135,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-19,0.3125,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-20,0.174632,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-21,0.0625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-22,0.232639,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-23,0.431818,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-24,1.35417,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-25,0.0535714,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
country/ISL,Iceland,2024-06-26,0.3625,https://www.ncei.noaa.gov/products/weather-climate-models/global-forecast
