placeDcid,placeName,Date:UnemploymentRate_Person,Value:UnemploymentRate_Person,Source:UnemploymentRate_Person,Date:dc/nm9hcklgg5zb3,Value:dc/nm9hcklgg5zb3,Source:dc/nm9hcklgg5zb3
country/DNK,Denmark,2017-03,6,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-04,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-05,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-06,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-07,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-08,5.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-09,5.7,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-10,5.6,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-11,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2017-12,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,,,,2018,2963000,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/DNK,Denmark,2018-01,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-02,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-03,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-04,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-05,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-06,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-07,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-08,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-09,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-10,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-11,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2018-12,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,,,,2019,3005000,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/DNK,Denmark,2019-01,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-02,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-03,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-04,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-05,5,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-06,4.6,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-07,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-08,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-09,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-10,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-11,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2019-12,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,,,,2020,2981000,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/DNK,Denmark,2020-01,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-02,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-03,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-04,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-05,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-06,6,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,2020-07,6,https://ec.europa.eu/eurostat/data/database,,,
country/DNK,Denmark,,,,2021,3052000,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/DNK,Denmark,,,,2022,3167890,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,,,,2015,18490800,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2015-01,23.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-02,23.1,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-03,22.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-04,22.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-05,22.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-06,22.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-07,21.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-08,21.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-09,21.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-10,21.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-11,20.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2015-12,20.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2016,18885400,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2016-01,20.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-02,20.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-03,20.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-04,20.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-05,20.1,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-06,19.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-07,19.6,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-08,19.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-09,19.1,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-10,18.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-11,18.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2016-12,18.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2017,19382100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2017-01,18.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-02,18.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-03,18,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-04,17.6,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-05,17.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-06,17.1,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-07,16.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-08,16.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-09,16.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-10,16.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-11,16.6,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2017-12,16.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2018,19809100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2018-01,16.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-02,16.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-03,15.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-04,15.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-05,15.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-06,15.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-07,15,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-08,14.9,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-09,14.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-10,14.6,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-11,14.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2018-12,14.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2019,20332100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2019-01,14.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-02,14.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-03,14.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-04,14.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-05,14.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-06,14.2,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-07,14.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-08,14.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-09,14.1,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-10,14,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-11,13.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2019-12,13.7,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2020,19482600,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,2020-01,13.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-02,13.6,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-03,14.5,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-04,15.3,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-05,15.4,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-06,15.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,2020-07,15.8,https://ec.europa.eu/eurostat/data/database,,,
country/ESP,Spain,,,,2021,19927500,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/ESP,Spain,,,,2022,20461600,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,,,,2015,622900,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2015-01,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-02,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-03,6.6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-04,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-05,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-06,6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-07,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-08,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-09,5.7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-10,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-11,6.6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2015-12,6.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2016,624700,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2016-01,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-02,6.1,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-03,6.6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-04,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-05,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-06,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-07,7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-08,7.9,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-09,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-10,7.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-11,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2016-12,6.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2017,641500,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2017-01,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-02,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-03,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-04,6.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-05,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-06,6.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-07,6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-08,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-09,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-10,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-11,5.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2017-12,5.6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2018,647360,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2018-01,6.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-02,6.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-03,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-04,5.1,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-05,5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-06,5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-07,5.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-08,5.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-09,5.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-10,5.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-11,4.5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2018-12,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2019,655640,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2019-01,4.2,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-02,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-03,4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-04,4.9,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-05,5,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-06,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-07,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-08,4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-09,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-10,4.1,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-11,4.3,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2019-12,4.4,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2020,637870,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,2020-01,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2020-02,4.7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2020-03,4.8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2020-04,6,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2020-05,7,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,2020-06,8,https://ec.europa.eu/eurostat/data/database,,,
country/EST,Estonia,,,,2021,638750,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/EST,Estonia,,,,2022,668100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,,,,2015,2523800,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2015-01,9.1,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-02,9.1,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-03,9.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-04,9.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-05,9.3,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-06,9.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-07,9.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-08,9.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-09,9.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-10,9.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-11,9.3,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2015-12,9.3,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2016,2535200,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2016-01,9.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-02,9.1,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-03,9.1,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-04,9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-05,8.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-06,8.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-07,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-08,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-09,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-10,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-11,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2016-12,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2017,2561800,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2017-01,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-02,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-03,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-04,8.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-05,8.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-06,8.6,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-07,8.5,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-08,8.5,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-09,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-10,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-11,8.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2017-12,8.3,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2018,2626100,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2018-01,8.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-02,8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-03,7.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-04,7.7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-05,7.6,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-06,7.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-07,7.3,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-08,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-09,7.1,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-10,7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-11,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2018-12,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2019,2664600,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2019-01,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-02,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-03,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-04,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-05,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-06,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-07,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-08,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-09,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-10,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-11,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2019-12,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2020,2611700,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,2020-01,6.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-02,6.9,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-03,7,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-04,7.2,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-05,7.4,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-06,7.6,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,2020-07,7.8,https://ec.europa.eu/eurostat/data/database,,,
country/FIN,Finland,,,,2021,2668500,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FIN,Finland,,,,2022,2746600,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FRA,France,,,,2015,27390850,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FRA,France,2015-01,10.4,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-02,10.4,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-03,10.4,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-04,10.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-05,10.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-06,10.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-07,10.4,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-08,10.3,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-09,10.3,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-10,10.3,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-11,10.2,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2015-12,10.2,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,,,,2016,27567170,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FRA,France,2016-01,10.2,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-02,10.3,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-03,10.2,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-04,10.1,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-05,10,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-06,10,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-07,9.8,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-08,9.9,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-09,9.9,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-10,10.1,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-11,10.1,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2016-12,9.9,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,,,,2017,27881140,https://ec.europa.eu/eurostat/api/dissemination/sdmx/2.1/data/nama_10r_3empers/?format=TSV&compressed=true
country/FRA,France,2017-01,9.7,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-02,9.6,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-03,9.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-04,9.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-05,9.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-06,9.5,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-07,9.6,https://ec.europa.eu/eurostat/data/database,,,
country/FRA,France,2017-08,9.6,https://ec.europa.eu/eurostat/data/database,,,
